id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price
a607841201085063007,Lovely 2 bedroom unit in private House.,140500767,Mario,Bronx,University Heights,40.856033,-73.913162,Entire home/apt,2,40,2023-02-15,5.61,1,31,40,,123
a616868482169498799,"Lofted bedroom, great for the budget traveler!",129499210,Daniel,Manhattan,Upper West Side,40.796715,-73.962357,Private room,2,13,2022-12-11,1.28,2,0,13,,120
a655812702168202294,“Time Square”42nd St. Perfect & Quite Private room,30985759,Taz,Manhattan,Theater District,40.75696,-73.98953,Private room,1,36,2023-02-21,4.35,4,24,36,,101
a46706771,A+ Location Studio (APT Selected at Check-in) #5,348619646,Nomad,Manhattan,Midtown,40.74752,-73.98675,Private room,1,29,2023-02-12,1.16,51,1,10,,213
a616736796461105087,Cozy Basement/ Apartment in the heart of Astoria,456830372,Oscar,Queens,Ditmars Steinway,40.78065,-73.91515,Entire home/apt,5,21,2022-12-29,2.15,1,327,21,,153
a30373480,Cozy Nook in Trendy Lower East Side,1723475,Samantha,Manhattan,Lower East Side,40.71869,-73.98434,Entire home/apt,4,48,2020-03-14,0.95,1,0,0,,228
a18329309,"Private, sunny studio in Queens with WFH equipment",27670418,Alexisz Tamás,Queens,Ridgewood,40.70035,-73.90263,Entire home/apt,35,17,2022-01-21,0.25,1,0,0,,156
a53682680,"Modern & Spacious ~ Mins to Manhattan, Queen Beds",429788210,Daniel,Queens,Astoria,40.76058197021485,-73.91400909423828,Entire home/apt,2,34,2023-02-24,3.05,6,266,34,,198
a637609387866765992,"2 Bedroom Beach House, Self Check In, Free Parking",288193483,Md,Queens,Arverne,40.59462,-73.79116,Entire home/apt,1,15,2023-03-05,1.65,1,258,15,,130
a584641571670399489,Studio apartment  2BR Renovated 2022! House@Queens,200239515,Shogo,Queens,Woodside,40.74275,-73.89314,Entire home/apt,1,18,2023-01-05,1.64,192,26,18,,99
a35713310,Central Park Premiere 2 Bed Room,261761196,Park Central,Manhattan,Midtown,40.7636,-73.98049,Private room,1,30,2022-07-31,1.06,7,355,1,,317
a52354363,Brooklyn Lifestyle Apt 10mins near JFK Airport,423769430,Experience Host,Brooklyn,East New York,40.66248,-73.8919,Entire home/apt,2,36,2023-01-01,2.13,1,359,24,,352
a15785088,"Spacious Clinton Hill Apartment- Brooklyn, NY",102103075,Edna + Isaiah,Brooklyn,Clinton Hill,40.68089,-73.9629,Shared room,2,401,2023-01-01,5.2,1,59,31,,143
a1758391,"Sunny Room, Only 1 Block to Subway!",9234456,Angelo,Brooklyn,Bedford-Stuyvesant,40.69561,-73.93444,Private room,3,112,2018-01-01,0.98,2,0,0,,83
a14616377,Perfect Location 2bd w Bklyn Charm,83523066,Jim,Brooklyn,Park Slope,40.68102,-73.97552,Entire home/apt,30,155,2022-05-20,1.97,2,176,1,,149
a37323360,Brownstone w/ private backyard. Entire Floor.,2051376,Andre,Brooklyn,Bedford-Stuyvesant,40.67767,-73.91686,Entire home/apt,2,112,2023-02-26,2.59,1,306,52,,194
a12704039,Small comfy attick room,14637971,Nadya,Staten Island,Tompkinsville,40.6298,-74.08527,Private room,5,33,2023-01-04,0.41,3,34,3,,40
a21878080,Beautiful midtown apartment,120762452,Stanley,Manhattan,Murray Hill,40.7501,-73.97737,Entire home/apt,30,14,2022-08-21,0.24,83,365,2,,100
a43495869,2BR/1BA Cozy & Fully Equipped  Near JFK Airport,346884245,Eunice And Marc,Queens,Rosedale,40.65955,-73.73967,Entire home/apt,7,65,2023-01-04,2.0,1,349,25,,90
a52822869,Centrally Located Private Bedroom with Bathroom,427654922,Meng,Manhattan,Chinatown,40.7162,-73.99322,Private room,2,81,2023-03-06,4.95,1,6,64,,114
a11967737,Beautiful Bedroom on Hudson River/Riverside Park,63928471,David,Manhattan,Harlem,40.83315,-73.94806,Private room,30,7,2019-11-24,0.09,1,0,0,,40
a697719311988590720,Private room for any type of stay,474967067,Michael,Brooklyn,Crown Heights,40.67263,-73.91716,Private room,1,20,2023-01-06,3.13,2,354,20,,65
a5319785,Charming 1-BR in Gramercy,5734689,Eunice,Manhattan,Gramercy,40.73722,-73.98039,Entire home/apt,30,28,2022-12-04,0.29,1,33,4,,189
a707445787271963049,Casa moderne Luxurious 3 bedroom apartment.,157039612,Edyana,Brooklyn,Cypress Hills,40.68233,-73.88928,Entire home/apt,2,10,2023-01-16,2.5,1,354,10,,250
a8055721,Private Garden View Room in Brownstone Near Subway,40176101,Brady,Brooklyn,Bedford-Stuyvesant,40.68879,-73.92859,Private room,1,442,2023-03-01,4.86,8,1,65,,72
a734856159054967893,2BR Home+JFK in 15 min+Free Parking+NYC in 30min,483068348,Wellstead,Queens,St. Albans,40.69914300689173,-73.77993874069831,Entire home/apt,1,5,2023-02-27,2.31,1,330,5,,103
a39485765,Private Large Bedroom 20min from Manhattan!,303320045,Mariana,Queens,Astoria,40.76975,-73.91931,Private room,1,40,2023-02-19,1.02,2,47,29,,87
a42273545,Traveler's bed: cozy private room in family home,2979971,Anna,Brooklyn,Prospect-Lefferts Gardens,40.66007,-73.95372,Private room,30,6,2023-01-07,0.17,2,156,2,,45
a705993958971589875,Beautiful & Spacious West Harlem Escape,117148217,Rachel,Manhattan,Harlem,40.8215,-73.95215,Entire home/apt,2,14,2023-02-26,2.32,1,22,14,,158
a15819665,Charming 2BR--20 min to Manhattan,30593595,Dorion,Brooklyn,Bushwick,40.68364,-73.90698,Entire home/apt,5,202,2023-02-21,2.64,1,43,27,,125
a3808405,UES Studio for 2 w/ Views & Light!!,15449599,John,Manhattan,Midtown,40.75914,-73.96119,Entire home/apt,30,12,2016-01-02,0.12,1,0,0,,100
a44283600,Tequila Sunrise,78408136,Michael,Brooklyn,Bushwick,40.68067,-73.90526,Entire home/apt,1,5,2023-03-03,5.0,2,348,5,,121
a507393,Ready private furnished room w/Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68567,-73.94865,Private room,30,60,2023-01-01,0.47,3,354,6,,49
a754467799282895513,Sunny Private Room in Central Brooklyn +Laundry,397243580,Sonia And Nadine,Brooklyn,Bedford-Stuyvesant,40.68575,-73.91988,Private room,3,5,2023-02-13,1.44,4,358,5,,53
a49483226,"Modern, luxury 1 bedroom in Park Slope",130929164,Laura,Brooklyn,South Slope,40.66248,-73.98472,Entire home/apt,7,29,2023-02-25,1.38,1,28,17,,165
a44048372,Gorgeous Brooklyn Townhouse w/ Private Garden,67730849,Gian Franco,Brooklyn,Bushwick,40.69146,-73.91714,Entire home/apt,30,37,2023-01-31,1.4,1,46,7,,108
a678216792904885634,Private Clean 3BD/1BA Free Parking/5min train,471303517,Rita,Brooklyn,East New York,40.66428,-73.88125,Entire home/apt,2,22,2023-02-07,2.99,3,207,22,,177
a592914921857097651,Cheerful 2nd floor apt in the heart of Queens,76894670,Sadequl,Queens,East Elmhurst,40.75759,-73.89859,Entire home/apt,2,25,2022-12-26,3.05,1,358,25,,176
a4352537,Beautiful Room In Gramercy!!!,22595345,Abel,Manhattan,Gramercy,40.73506,-73.98142,Private room,23,58,2022-10-29,0.57,1,255,6,,98
a642162405870706933,Peaceful 1 bedroom in the heart of Williamsburg,3259724,Gaia,Brooklyn,Williamsburg,40.71559,-73.95222,Entire home/apt,1,5,2022-12-04,0.69,1,75,5,,243
a47412929,Two Bedroom Apartment in Sunset Park - Brooklyn,382749079,Edmundo,Brooklyn,Sunset Park,40.64707,-74.01839,Entire home/apt,1,155,2023-02-28,6.54,1,137,73,,105
a588321919860843175,Rockaway Beach Getaway,432628336,Dominika,Queens,Belle Harbor,40.57803,-73.8454,Entire home/apt,2,16,2023-01-01,1.66,1,331,16,,354
a21261549,"Private room in Bed-Stuy, Brooklyn",45697749,Joseph,Brooklyn,Bedford-Stuyvesant,40.68575,-73.95739,Private room,30,10,2018-02-24,0.15,2,0,0,,70
a28108773,A taste of townhouse living on the Upper West Side,212332349,Emma,Manhattan,Upper West Side,40.78061,-73.97527,Entire home/apt,30,5,2023-02-06,0.25,1,257,2,,150
a45797507,Stephanie Home Away From Home,235208764,Stephanie,Queens,Laurelton,40.66816,-73.74901,Entire home/apt,2,63,2023-03-03,5.07,1,300,62,,73
a31002659,"Best of NYC! Location and Lux Apt 1 Bed 
& SofaBed",139479838,Sherry,Manhattan,Chelsea,40.75142,-73.99457,Entire home/apt,30,52,2022-12-06,1.05,1,167,5,,145
a43310157,138 Bowery-Modern Queen Studio,51548122,Jeniffer,Manhattan,Nolita,40.72025,-73.99533,Entire home/apt,15,18,2023-02-19,0.72,48,64,10,,126
a48956711,Classy Elegant Apartment steps to Central Park,95303084,David,Manhattan,Upper West Side,40.78826,-73.96969,Entire home/apt,4,72,2023-03-05,4.16,8,182,53,,223
a53690725,“A” HOTEL ROOM LIKE IN A PRIVATE HOUSE!!!!,59156312,Blue House,Queens,Woodhaven,40.68779,-73.86484,Private room,5,6,2022-12-15,0.42,5,340,4,,37
a2482036,"Spacious, charming & quiet delight",12697791,Jay,Manhattan,Chelsea,40.74329,-74.00169,Entire home/apt,30,74,2019-02-27,0.68,1,297,0,,200
a643420360435877780,Private BR Magical Peaceful Tidy and Bright,100809424,Yael,Manhattan,Upper East Side,40.76451,-73.95867,Private room,1,40,2023-02-26,4.67,1,333,40,,86
a35189843,1 bedroom in a 2 bedrooms apartment,104403379,Florencia And Harry,Manhattan,Harlem,40.82501,-73.9519,Private room,1,40,2023-01-17,0.96,2,0,7,,90
a48828204,Furnished studio in the heart of Manhattan!,384559808,Best Inns USA,Manhattan,East Village,40.73273,-73.98734,Entire home/apt,30,5,2022-12-13,0.24,25,40,4,,82
a35880719,Bowery Duplex Penthouse w/ Private Garden 2Bd/2Ba,269885851,Sharon,Manhattan,Lower East Side,40.72238,-73.99261,Entire home/apt,30,47,2022-12-01,1.05,1,110,4,,245
a24525886,Private bathroom in cozy home,22577148,Diana,Brooklyn,Bedford-Stuyvesant,40.69599,-73.93435,Private room,4,94,2023-02-19,1.6,4,21,36,,90
a14043464,Artsy Small 2 Bedroom PRIME EAST VILLAGE LOCATION,869880,Karin,Manhattan,East Village,40.73165,-73.98435,Entire home/apt,7,11,2022-10-31,0.14,2,241,3,,238
a20412719,Quiet space in the West Village,20841092,Ryan,Manhattan,Chelsea,40.73936,-74.00132,Private room,30,13,2018-08-06,0.19,2,64,0,,175
a36239907,"Staypineapple New York, Persona Queen",270122518,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,1,16,2023-02-14,0.43,18,58,13,,124
a4428906,Family Friendly Park Slope House,2119928,Rachael,Brooklyn,South Slope,40.66221,-73.98766,Entire home/apt,30,10,2019-08-25,0.1,1,0,0,,380
a3945636,Charming Quiet Private Bedroom in Astoria,20446890,Ivo,Queens,Astoria,40.77,-73.92833,Private room,59,5,2016-08-14,0.05,1,179,0,,63
a27612876,Spotless. Private bath. in room. Center Flushing.,205745676,Liqin,Queens,Flushing,40.75922,-73.81958,Private room,1,99,2023-02-19,1.78,9,364,30,,98
a23310309,My House on New York !! Close to JFK and LGA,173290675,Charlie,Queens,Woodhaven,40.69736,-73.85206,Shared room,30,63,2019-12-08,1.02,1,0,0,,39
a784155758810198763,Ask for our 5-star reviews!,491814036,Angelica,Brooklyn,Williamsburg,40.71187876490322,-73.94355810771994,Entire home/apt,2,5,2023-02-15,2.63,3,2,5,,159
a642195234094767957,Modern & Organized 2-BR Apt to yourself in BK home,4265630,Nowme And Ra,Brooklyn,Flatbush,40.6473152,-73.9539607,Entire home/apt,5,7,2022-12-04,0.83,3,334,7,,120
a513923548156770577,"Private Bedroom in Bay Ridge, Brooklyn #3",432233993,Bruce,Brooklyn,Bay Ridge,40.61991,-74.02239,Private room,1,24,2023-02-20,1.6,6,365,20,,67
a720301145851339224,Sunnyside BR w/mini fridge & Keurig mins LGA & NYC,64119235,Ghazal,Queens,Woodside,40.74677,-73.91184,Private room,1,10,2022-12-14,1.91,2,10,10,,104
a52039176,Cozy Hotel in the heart of Chelsea,418449940,Chris,Manhattan,Chelsea,40.748581,-73.995651,Private room,1,115,2023-03-01,6.28,13,350,72,,117
a8342053,Chelsea apartment with a backyard,26012172,Katarina,Manhattan,Chelsea,40.75144,-73.99523,Entire home/apt,30,9,2016-11-30,0.1,1,0,0,,160
a10646179,Chelsea High Line Studio,6050234,Russi,Manhattan,Chelsea,40.74564,-74.00255,Entire home/apt,30,6,2017-12-08,0.08,1,358,0,,295
a14892623,Cozy Space w/ Separate Entrance,93441980,Tanya,Staten Island,South Beach,40.59273,-74.08831,Private room,1,108,2023-02-03,1.37,1,248,19,,95
a42097281,Bklyn’s  Favorite Vacation Home!!!!!!,49177258,Dj,Brooklyn,Bedford-Stuyvesant,40.68018,-73.92734,Entire home/apt,2,25,2022-12-11,0.87,1,353,13,,360
a612532184509349661,Comfortable large bedroom 1 queen size bed,72811351,Kevin,Queens,Rego Park,40.7273,-73.8599,Private room,2,19,2023-01-08,2.02,2,279,19,,88
a22151092,Comfy New Bedroom near D line Fort Hamilton PKWY,5853457,Stanley,Brooklyn,Borough Park,40.64289,-73.99591,Private room,30,38,2022-05-28,0.6,6,241,1,,65
a1870228,WELCOME HOME!,4378763,Antonio,Queens,Long Island City,40.75253,-73.93021,Private room,2,113,2022-01-02,1.01,1,365,0,,89
a712317270824038988,The Petite Flatbush Flower,334592074,Vera,Brooklyn,Flatbush,40.64194,-73.95234,Private room,5,7,2023-02-13,1.35,3,339,7,,53
a21110331,Cherry Hill - !Free Parking!-,141012332,Jeremiah,Bronx,Mott Haven,40.80756,-73.92264,Entire home/apt,30,181,2021-06-23,2.76,1,0,0,,110
a27686998,Room in 4BR/1BA Queens apt near 7 train 69 Station,137358866,Kaz,Queens,Woodside,40.74138,-73.8921,Private room,30,7,2022-11-02,0.14,124,356,3,,33
a16140940,"Beautiful, modern, near Prospect Park",105315535,Ben,Brooklyn,Prospect Heights,40.67389,-73.96547,Entire home/apt,30,10,2023-03-03,0.14,1,365,3,,100
a15784377,Modern One Bedroom in Chelsea,22541573,Ken,Manhattan,Flatiron District,40.74428,-73.99026,Entire home/apt,30,6,2023-01-14,0.09,113,343,1,,323
a42439366,"Monthly Apartment, 15 Minutes To Manhattan",75981937,Cem,Queens,Astoria,40.76194,-73.92204,Entire home/apt,7,9,2022-11-01,0.49,3,8,4,,67
a654345916710898110,☆Luxury Zen 3BR 2BA Home in Bronx - 30 MIN TO NYC☆,52722718,Kevin,Bronx,Baychester,40.86883,-73.8382,Entire home/apt,2,32,2023-02-26,4.71,4,50,32,,159
a627630241535436146,Upper East Side 1BR next to park & waterfront,66154865,Stefan,Manhattan,Upper East Side,40.773643,-73.947212,Entire home/apt,4,5,2022-09-19,0.59,1,0,5,,250
a41496244,"Private, Modern Studio in the Heart of Astoria",318743673,Bruce,Queens,Astoria,40.76346,-73.91785,Entire home/apt,2,87,2023-02-21,2.34,1,96,40,,150
a48622138,Water View 2 Double Beds Hotel Room,371972456,Justin,Manhattan,Financial District,40.70634,-74.00368,Private room,1,56,2023-01-15,2.32,101,25,17,,239
a9494304,Beautiful Modern Clean Secure Elevator & Rooftop,224009,Michelle,Manhattan,East Harlem,40.79404,-73.94358,Entire home/apt,14,8,2020-01-08,0.09,2,0,0,,425
a659318499793428434,Private 1 bedroom near iconic beaches,466561806,Michelle,Brooklyn,Brighton Beach,40.57786,-73.96145,Private room,1,15,2023-02-25,2.12,1,72,15,,44
a782486074754173929,Gorgeous 2BDR in Queens NY Near JFK & LaGuardia.,432868716,Nia,Queens,Jamaica,40.70372,-73.78425,Entire home/apt,2,5,2023-02-19,2.11,3,170,5,,175
a13642568,Luxe & Spacious Williamsburg Studio,79167228,Nate,Brooklyn,Williamsburg,40.7184,-73.95365,Entire home/apt,14,16,2022-01-02,0.2,1,9,0,,156
a50955423,"Your New York City 
Home away from Home",398367132,Johnnie,Manhattan,Inwood,40.86384,-73.92017,Entire home/apt,2,77,2023-03-04,3.84,1,271,49,,159
a22282585,New Private studio-apartment,107296819,Alexandra,Manhattan,East Harlem,40.79573,-73.93726,Entire home/apt,1,290,2023-02-20,4.56,3,103,60,,146
a618842603796198772,Sunny room + private bathroom & workspace avail,6845673,Maria,Brooklyn,Bushwick,40.68926,-73.91638,Private room,1,12,2023-01-01,1.42,1,177,12,,188
a19069900,"Zen, Sunny 1 BR Apt in East Village",1424716,Helene,Manhattan,East Village,40.72185,-73.98222,Entire home/apt,30,7,2017-12-05,0.1,1,0,0,,180
a51101034,Spacious Studio in Downtown BK,37046945,SoCo Property,Brooklyn,Fort Greene,40.69017,-73.97979,Entire home/apt,3,20,2023-01-05,1.11,4,61,11,,201
a33127624,Exclusive home near JFK,245002893,Christopher,Queens,Rosedale,40.66635,-73.73751,Private room,30,16,2020-06-07,0.34,3,365,0,,90
a54142967,Fresh crib of Bedstuy.,12248031,Christopher,Brooklyn,Bedford-Stuyvesant,40.68783,-73.9446,Private room,2,9,2022-12-11,0.71,2,54,8,,85
a25313204,Charming Apartment in Brooklyn,8792814,Carlene,Brooklyn,Bedford-Stuyvesant,40.6927,-73.94513,Entire home/apt,30,172,2022-12-10,3.01,9,354,43,,94
a26845312,Near to Manhattan,47015275,Ángela,Queens,Elmhurst,40.74561,-73.88769,Entire home/apt,3,12,2022-09-01,0.22,1,310,4,,193
a52072231,Lovely Private Room!,421609761,Mehmet,Queens,Ditmars Steinway,40.77661,-73.91903,Private room,6,26,2023-01-03,1.49,1,94,19,,85
a4438459,Gorgeous 1 Bedroom in the heart of NYC: Chelsea,4967319,Jessica,Manhattan,Chelsea,40.73978,-73.99928,Entire home/apt,30,19,2016-09-08,0.19,1,0,0,,325
a10230429,Great Space,52539349,Rhonda & Jude,Queens,Springfield Gardens,40.67044,-73.75455,Entire home/apt,1,288,2023-02-20,3.3,1,136,28,,85
a49459969,"""Solitude Bedroom Short Distance To Yankee Stadium",365301635,Subrina,Bronx,Mount Eden,40.83774,-73.91715,Private room,1,17,2023-01-03,0.78,3,179,9,,80
a46032925,☆Renovated whole 2BR floor in Jackson Heights☆,200239515,Shogo,Queens,Jackson Heights,40.74906,-73.89551,Entire home/apt,1,9,2021-04-02,0.33,192,0,0,,100
a850517,3 Bedroom Duplex/ 2 Baths and 2 LR,254846,Brendan,Brooklyn,Bushwick,40.68769,-73.91286,Entire home/apt,30,51,2022-07-10,0.43,4,360,2,,199
a17242854,"Proud NYer room, Yankee Stadium apartment in Bronx",8159536,Genae,Bronx,Concourse,40.83288,-73.92006,Private room,3,26,2021-10-01,0.37,4,233,0,,35
a549381252283638106,Boho chic East Village studio next to subway,10234050,J,Manhattan,East Village,40.7247,-73.99034,Entire home/apt,30,5,2023-02-06,0.66,2,102,5,,98
a29797522,"Near to all trains, 15 minute from JFK, safe house",213183791,Walkiris,Queens,Corona,40.74601,-73.85865,Private room,30,5,2020-01-04,0.1,1,364,0,,100
a54123359,Spacious duplex close to city-airports,182523684,George,Queens,Middle Village,40.71701,-73.88838,Entire home/apt,2,22,2023-01-09,1.65,4,358,21,,197
a790134715117820652,New York Townhouse Parlor Floor Guest Suite,197826997,Kiyeon,Manhattan,East Harlem,40.806687145853154,-73.93953386153493,Private room,1,5,2023-03-05,5.0,2,56,5,,98
a24948017,very big apartment? entire apartment in harlem,185683441,Winie,Manhattan,Harlem,40.81824,-73.9419,Entire home/apt,30,6,2022-01-16,0.1,3,180,0,,140
a18664875,"Carroll Gardens Brooklyn, Sunny and Modern Triplex",129714819,Caroline,Brooklyn,Gowanus,40.68126,-73.98912,Entire home/apt,7,11,2022-11-30,0.16,1,317,3,,638
a47939524,And All That Jazz@ The Carriage House on Dean,83143535,Michelle,Brooklyn,Crown Heights,40.67765,-73.94478,Private room,2,133,2023-02-12,5.23,15,240,63,,63
a51071579,Brooklyn Dream! 3 BR Duplex with Private Backyard.,2968869,Zach,Brooklyn,South Slope,40.66192,-73.98697,Entire home/apt,7,5,2022-12-31,0.27,1,46,4,,295
a24234359,Town House in Popular Forte Green,2560891,Petra,Brooklyn,Fort Greene,40.69682,-73.97161,Entire home/apt,30,7,2019-08-02,0.12,1,0,0,,145
a54000827,"Sunny bedroom with city views: cozy, warm & comfy!",47988351,Danie,Manhattan,Chinatown,40.71284,-73.99787,Private room,3,18,2022-07-23,1.35,2,0,14,,108
a924600,"Sunny, private room in Brooklyn!",4973668,Gloria,Brooklyn,Bedford-Stuyvesant,40.68838,-73.93456,Private room,7,157,2023-02-17,1.3,1,153,31,,39
a566087196797113849,Lovely 3 bedroom rental unit with indoor fireplace,182290525,ME Spots,Queens,Jamaica,40.67885,-73.78095,Entire home/apt,3,22,2023-02-21,2.49,1,154,22,,182
a31832966,Garden apartment in the heart of Gramercy,236148005,Linus,Manhattan,Flatiron District,40.74105,-73.98607,Entire home/apt,30,12,2020-06-16,0.25,1,0,0,,140
a667503501751137216,Lovely Bedroom Rental Steps from Ocean Awaits You!,468574952,A,Queens,Far Rockaway,40.59253,-73.75872,Private room,9,9,2023-02-27,1.31,1,31,9,,87
a9033218,HUGE room in beautiful apartment,7252221,Zhenya,Brooklyn,Flatbush,40.65231,-73.96243,Private room,30,6,2017-09-30,0.07,2,0,0,,50
a34150118,GORGEOUS newly renovated oasis overlooking Park,40875021,Scott,Manhattan,East Harlem,40.79337,-73.93392,Entire home/apt,4,39,2022-12-30,0.84,4,180,17,,170
a600775,Sml Rm in Pk Sl .great for longer stays Med/stu,210746,Kathleen R.,Brooklyn,Prospect Heights,40.67954,-73.97247,Private room,30,93,2023-01-02,0.74,3,259,5,,95
a688625789292524741,Lovely Brooklyn 1BR Apt - lots of sunlight!,51033911,Ashley,Brooklyn,Bushwick,40.69727,-73.93483,Entire home/apt,2,16,2023-02-26,2.42,3,11,16,,137
a699972140108043958,Studio w/ Great Location near train station,79923089,Emerson & Thelma,Brooklyn,Williamsburg,40.71203,-73.96532,Entire home/apt,1,28,2023-02-20,4.57,4,91,28,,244
a438513,Big Beautiful Brooklyn Apt @ Park!,2177462,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65712,-73.96105,Entire home/apt,4,138,2023-02-08,1.05,1,20,17,,130
a13046279,Cozy  2 bedroom apt in Manhattan,364558,Khatia,Manhattan,Washington Heights,40.83735,-73.94478,Entire home/apt,30,25,2022-07-30,0.3,1,362,2,,180
a44491230,"Two bedroom , In Rockaways, Jacuzzi tub, get away.",59215768,John,Queens,Rockaway Beach,40.58894,-73.81204,Entire home/apt,2,68,2023-01-02,2.19,2,81,27,,95
a32088018,Beautiful Single Bedroom 30 min to Manhattan.,3158364,Devika,Queens,Long Island City,40.73523,-73.92568,Private room,365,11,2020-03-28,0.23,3,358,0,,200
a29303036,"Lovely brownstone, priv bath, garden, 15 min nyc!",838325,Maya,Brooklyn,Bushwick,40.69573,-73.93227,Private room,30,6,2019-05-17,0.11,1,0,0,,100
a748694475145919241,"UWS - Entire 1 bedroom unit - clean, nice view!",46167132,Digitcipher,Manhattan,Upper West Side,40.79433,-73.96816,Entire home/apt,2,6,2023-01-02,1.49,4,277,6,,384
a50589543,Magical Gowanus Escape,19855355,Chris,Brooklyn,Park Slope,40.67001,-73.9852,Entire home/apt,2,37,2022-10-30,2.11,1,177,23,,414
